Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Non-Travel,325,Research & Development,12,1,Life Sciences,1,1112,4,Male,96,3,1,Healthcare Representative,3,Married,3063,26823,3,Y,Yes,14,3,4,80,0,12,5,2,7,0,1,3
38,Yes,Travel_Rarely,1336,Research & Development,3,1,Medical,1,1113,4,Male,92,3,3,Research Director,4,Married,6784,20089,2,Y,Yes,17,3,2,80,0,17,3,2,1,0,1,1
24,No,Non-Travel,1302,Sales,4,5,Other,1,1114,3,Female,67,2,3,Sales Executive,1,Single,8452,13369,4,Y,No,13,3,4,80,0,2,2,4,2,2,2,2
39,No,Travel_Rarely,807,Research & Development,2,3,Life Sciences,1,1115,1,Female,63,3,3,Healthcare Representative,4,Single,8471,10656,1,Y,No,14,3,3,80,3,12,3,3,0,0,0,0
35,Yes,Travel_Frequently,1295,Sales,14,3,Marketing,1,1116,2,Male,73,2,2,Manager,2,Divorced,6531,23351,2,Y,Yes,16,3,3,80,1,11,2,3,1,0,1,1
48,No,Travel_Rarely,1148,Sales,20,4,Other,1,1117,3,Male,70,2,1,Sales Representative,2,Married,2321,26058,6,Y,No,11,3,2,80,2,25,1,4,11,6,0,0
25,No,Travel_Rarely,380,Sales,1,3,Marketing,1,1118,2,Female,32,3,2,Sales Executive,4,Married,6282,9954,2,Y,No,13,3,4,80,1,0,1,4,0,0,0,0
29,Yes,Non-Travel,742,Sales,1,4,Medical,1,1119,1,Male,40,3,4,Sales Representative,3,Single,10587,25036,3,Y,Yes,12,3,3,80,1,9,2,3,9,7,3,0
23,Yes,Travel_Rarely,601,Research & Development,4,3,Other,1,1120,1,Male,58,1,1,Manager,3,Divorced,2471,9938,5,Y,No,13,3,3,80,0,0,5,2,0,0,0,0
38,No,Travel_Rarely,794,Research & Development,1,4,Technical Degree,1,1121,2,Male,37,3,4,Manager,2,Married,10111,4555,2,Y,Yes,19,3,2,80,2,17,2,1,11,5,0,11
37,Yes,Travel_Frequently,1406,Sales,11,3,Marketing,1,1122,2,Male,33,3,4,Sales Representative,3,Single,14994,8742,5,Y,Yes,11,4,4,80,0,11,2,3,1,1,1,0
47,Yes,Travel_Frequently,1432,Research & Development,6,3,Medical,1,1123,4,Female,83,2,3,Research Director,2,Divorced,8566,5887,2,Y,Yes,13,3,4,80,1,26,3,2,0,0,0,0
18,No,Non-Travel,1493,Sales,1,4,Medical,1,1124,4,Male,53,2,1,Manager,4,Married,2898,22772,1,Y,No,18,4,3,80,1,0,4,2,0,0,0,0
39,Yes,Travel_Frequently,260,Sales,9,2,Marketing,1,1125,3,Male,78,3,2,Sales Representative,1,Divorced,5424,15380,2,Y,Yes,11,4,3,80,3,16,3,4,2,1,2,2
28,Yes,Travel_Rarely,107,Research & Development,15,1,Life Sciences,1,1126,4,Male,91,2,1,Healthcare Representative,4,Married,3553,19684,4,Y,No,11,3,4,80,0,4,2,2,0,0,0,0
22,Yes,Travel_Rarely,1443,Research & Development,4,3,Medical,1,1127,4,Male,75,3,4,Research Director,3,Single,16985,10546,6,Y,Yes,18,3,2,80,0,2,1,1,1,0,0,0
21,No,Travel_Rarely,1272,Research & Development,1,3,Other,1,1128,4,Female,38,2,2,Laboratory Technician,4,Married,6238,22324,0,Y,No,22,4,3,80,1,0,1,3,0,0,0,0
37,No,Travel_Rarely,395,Research & Development,5,3,Medical,1,1129,3,Male,85,3,2,Manufacturing Director,4,Married,5280,9835,1,Y,No,20,3,4,80,3,14,4,1,3,3,3,3
34,No,Travel_Rarely,799,Research & Development,8,2,Life Sciences,1,1130,4,Female,65,3,2,Manager,3,Single,4782,11239,3,Y,No,13,3,1,80,0,10,4,4,3,1,3,0
43,No,Travel_Rarely,1327,Research & Development,4,2,Technical Degree,1,1131,4,Male,76,3,1,Laboratory Technician,4,Married,3182,10739,7,Y,No,11,3,1,80,0,21,4,3,5,5,1,2
18,Yes,Non-Travel,868,Sales,1,2,Medical,1,1132,1,Female,52,3,1,Sales Executive,1,Married,2285,12185,6,Y,No,16,3,3,80,1,0,3,2,0,0,0,0
37,No,Travel_Rarely,703,Research & Development,1,5,Technical Degree,1,1133,1,Female,60,2,2,Healthcare Representative,4,Married,6191,11541,5,Y,Yes,17,3,3,80,1,15,3,3,0,0,0,0
35,Yes,Travel_Rarely,1312,Sales,1,4,Technical Degree,1,1134,2,Female,43,4,1,Manager,3,Single,2338,8682,2,Y,Yes,11,3,2,80,1,16,5,3,0,0,0,0
39,No,Travel_Frequently,534,Research & Development,2,2,Medical,1,1135,1,Male,32,3,4,Research Scientist,3,Single,14025,4150,2,Y,No,12,3,2,80,0,17,2,3,0,0,0,0
41,No,Non-Travel,1471,Research & Development,1,3,Life Sciences,1,1136,3,Male,67,3,2,Research Director,2,Divorced,7136,19172,1,Y,No,16,3,1,80,3,18,4,2,2,0,0,0
21,No,Travel_Rarely,391,Sales,10,3,Life Sciences,1,1137,1,Female,87,3,2,Manager,2,Single,4310,14044,1,Y,No,14,4,3,80,2,0,6,2,0,0,0,0
43,No,Travel_Rarely,469,Human Resources,1,3,Other,1,1138,1,Female,66,3,2,Human Resources,4,Single,6315,20438,1,Y,Yes,11,4,4,80,2,22,1,3,3,0,2,0
31,No,Non-Travel,218,Research & Development,18,2,Other,1,1139,3,Male,64,3,2,Research Director,2,Married,4554,3458,1,Y,No,17,3,3,80,1,10,4,2,10,3,6,8
50,No,Travel_Rarely,1412,Research & Development,9,3,Other,1,1140,3,Female,70,2,2,Research Director,1,Divorced,4666,10893,2,Y,No,11,3,3,80,0,29,0,2,2,1,0,0
59,No,Travel_Rarely,1196,Research & Development,6,3,Technical Degree,1,1141,1,Female,98,3,4,Manager,2,Divorced,11506,3731,0,Y,No,11,4,4,80,1,37,1,3,8,2,0,6
46,No,Travel_Rarely,1482,Research & Development,10,2,Medical,1,1142,3,Male,52,4,1,Research Scientist,4,Married,3782,20648,5,Y,No,11,3,4,80,1,22,2,2,2,0,2,1
38,No,Travel_Frequently,755,Research & Development,9,2,Technical Degree,1,1143,3,Female,72,3,1,Healthcare Representative,4,Single,3470,5976,3,Y,No,11,4,1,80,1,17,2,3,1,1,0,0
18,No,Travel_Rarely,629,Sales,3,3,Other,1,1144,4,Male,75,2,3,Sales Executive,2,Married,7132,23274,1,Y,No,14,3,3,80,1,0,3,3,0,0,0,0
42,No,Non-Travel,775,Sales,8,2,Other,1,1145,4,Female,73,3,2,Sales Executive,4,Single,6671,23841,3,Y,No,13,3,3,80,0,22,1,3,15,5,1,4
24,No,Travel_Rarely,205,Human Resources,1,3,Other,1,1146,1,Male,63,2,1,Manager,4,Married,3780,18429,1,Y,No,13,3,3,80,0,4,4,2,4,0,2,0
39,Yes,Travel_Rarely,1147,Sales,14,4,Technical Degree,1,1147,4,Female,67,3,4,Sales Representative,1,Single,7712,12159,4,Y,Yes,15,3,2,80,0,14,2,1,1,0,1,1
25,No,Non-Travel,1422,Sales,5,3,Other,1,1148,3,Female,47,2,3,Manager,3,Divorced,7354,4782,4,Y,No,14,4,2,80,1,8,3,3,8,1,2,1
24,No,Travel_Rarely,511,Research & Development,2,2,Other,1,1149,3,Female,68,3,3,Manufacturing Director,3,Married,11033,24489,0,Y,No,15,3,4,80,0,0,3,3,0,0,0,0
22,Yes,Travel_Rarely,585,Research & Development,2,1,Other,1,1150,2,Male,65,2,3,Research Director,2,Single,8491,20886,2,Y,No,13,3,4,80,2,2,1,3,0,0,0,0
44,No,Travel_Rarely,921,Research & Development,4,3,Other,1,1151,4,Male,98,2,2,Manager,4,Single,4619,26368,4,Y,No,15,3,1,80,2,20,3,3,1,0,1,0
32,Yes,Travel_Rarely,153,Research & Development,13,4,Life Sciences,1,1152,3,Male,48,4,2,Research Director,3,Single,4191,8182,6,Y,Yes,19,3,4,80,0,9,2,3,2,0,1,2
21,No,Travel_Rarely,1078,Research & Development,3,4,Other,1,1153,1,Male,89,3,3,Manager,3,Married,10766,2279,1,Y,No,11,3,3,80,1,0,4,3,0,0,0,0
47,No,Travel_Rarely,616,Sales,1,2,Other,1,1154,4,Male,96,3,3,Sales Executive,4,Divorced,8241,25140,3,Y,No,11,3,4,80,0,27,2,4,2,0,0,0
28,No,Travel_Frequently,691,Research & Development,22,3,Life Sciences,1,1155,2,Female,69,3,2,Research Scientist,1,Married,3846,2203,4,Y,No,20,4,1,80,1,4,2,3,1,1,1,1
44,No,Non-Travel,342,Research & Development,29,5,Technical Degree,1,1156,4,Male,83,3,2,Laboratory Technician,1,Divorced,5679,20396,1,Y,No,14,3,3,80,2,25,3,2,9,4,4,7
40,No,Travel_Frequently,627,Research & Development,5,2,Technical Degree,1,1157,4,Male,64,3,4,Manufacturing Director,4,Single,10262,11057,6,Y,No,11,3,3,80,2,17,3,3,5,5,0,2
29,Yes,Travel_Frequently,1285,Sales,7,2,Technical Degree,1,1158,2,Male,37,2,3,Sales Representative,1,Married,8317,20644,2,Y,Yes,14,3,3,80,0,5,2,3,3,3,0,2
41,No,Non-Travel,655,Research & Development,2,2,Medical,1,1159,4,Male,68,3,1,Manufacturing Director,4,Single,2357,2638,0,Y,No,17,3,4,80,0,20,5,3,9,5,0,3
37,No,Travel_Rarely,1347,Research & Development,6,4,Other,1,1160,1,Male,92,3,2,Healthcare Representative,3,Married,4509,7936,5,Y,Yes,16,3,2,80,1,12,5,3,6,2,5,5
19,Yes,Non-Travel,927,Research & Development,3,1,Life Sciences,1,1161,3,Male,96,3,1,Manufacturing Director,3,Married,3084,19388,3,Y,Yes,17,3,4,80,1,0,2,1,0,0,0,0
40,No,Travel_Rarely,1453,Research & Development,11,4,Technical Degree,1,1162,3,Female,62,3,3,Research Director,1,Married,9941,7639,3,Y,No,13,3,4,80,0,18,4,3,3,3,0,2
22,No,Travel_Frequently,1046,Research & Development,9,4,Technical Degree,1,1163,4,Female,92,3,1,Manufacturing Director,4,Single,2767,11608,1,Y,No,16,4,4,80,1,0,3,4,0,0,0,0
32,No,Travel_Rarely,137,Sales,10,4,Life Sciences,1,1164,3,Male,61,3,3,Sales Representative,1,Single,10370,5416,2,Y,No,15,3,3,80,1,10,1,2,4,4,0,3
40,No,Travel_Frequently,545,Research & Development,10,3,Medical,1,1165,4,Male,49,2,2,Manufacturing Director,3,Single,5170,25481,1,Y,No,15,3,4,80,0,19,1,3,7,2,0,1
52,No,Travel_Frequently,1267,Research & Development,17,4,Other,1,1166,2,Male,38,3,3,Research Scientist,1,Married,7430,7559,5,Y,No,13,3,4,80,1,29,6,4,5,4,2,2
26,Yes,Travel_Rarely,1205,Research & Development,14,3,Life Sciences,1,1167,3,Male,77,3,1,Manufacturing Director,3,Divorced,1921,10530,4,Y,Yes,12,3,4,80,0,6,2,3,6,3,0,4
38,No,Travel_Rarely,439,Sales,4,2,Technical Degree,1,1168,3,Male,64,3,3,Sales Executive,2,Single,8968,22763,4,Y,No,20,3,4,80,2,19,3,4,2,0,0,2
33,No,Travel_Rarely,974,Research & Development,1,3,Medical,1,1169,2,Female,56,1,1,Research Director,2,Single,3134,4910,3,Y,No,15,3,3,80,2,10,2,3,6,3,0,4
40,Yes,Travel_Rarely,519,Sales,6,3,Medical,1,1170,3,Male,56,3,1,Manager,2,Married,3072,18721,3,Y,Yes,12,3,4,80,0,18,1,3,4,0,0,1
22,No,Travel_Rarely,1466,Sales,2,3,Marketing,1,1171,4,Female,88,3,2,Sales Executive,2,Married,5764,6079,2,Y,Yes,13,3,3,80,3,0,2,3,0,0,0,0
35,No,Travel_Rarely,1207,Research & Development,2,2,Technical Degree,1,1172,3,Female,35,3,2,Manufacturing Director,2,Married,5248,17953,1,Y,No,17,3,4,80,2,9,2,3,0,0,0,0
23,Yes,Travel_Rarely,1232,Research & Development,2,2,Other,1,1173,4,Male,45,3,2,Laboratory Technician,2,Married,4439,12468,2,Y,Yes,13,3,4,80,0,0,2,3,0,0,0,0
40,No,Travel_Rarely,371,Research & Development,1,4,Technical Degree,1,1174,1,Female,83,3,3,Research Director,4,Married,8416,24247,3,Y,No,11,3,4,80,0,17,0,3,8,5,8,0
42,No,Travel_Rarely,710,Research & Development,1,2,Other,1,1175,4,Male,51,3,2,Laboratory Technician,3,Married,5289,17209,3,Y,No,17,3,4,80,1,23,3,3,16,15,0,8
36,Yes,Non-Travel,778,Research & Development,5,3,Life Sciences,1,1176,3,Male,89,3,4,Research Scientist,4,Single,11960,4633,3,Y,Yes,23,4,1,80,0,12,1,2,7,4,1,7
31,No,Travel_Rarely,1203,Research & Development,1,2,Technical Degree,1,1177,3,Male,99,3,3,Manager,1,Married,9864,4482,3,Y,No,13,3,3,80,2,6,2,3,6,3,0,1
28,No,Travel_Rarely,1493,Sales,18,1,Technical Degree,1,1178,1,Female,71,3,4,Manager,1,Married,9648,5819,1,Y,No,16,3,1,80,1,5,5,3,5,5,1,2
38,Yes,Travel_Rarely,838,Research & Development,9,4,Life Sciences,1,1179,4,Female,79,3,3,Research Scientist,2,Divorced,6441,21265,3,Y,Yes,14,3,4,80,0,16,3,2,3,0,3,3
35,No,Travel_Rarely,1117,Research & Development,7,4,Medical,1,1180,2,Male,92,3,1,Research Scientist,3,Single,3037,20843,3,Y,No,18,3,2,80,0,14,3,3,4,1,0,2
26,Yes,Travel_Rarely,345,Sales,16,5,Other,1,1181,4,Male,86,2,3,Sales Executive,2,Married,9178,12271,4,Y,Yes,11,3,4,80,1,1,2,2,1,0,1,0
22,Yes,Travel_Rarely,130,Sales,12,3,Marketing,1,1182,4,Male,76,2,1,Sales Representative,2,Married,3196,9276,0,Y,No,14,4,3,80,2,0,1,3,0,0,0,0
28,No,Travel_Rarely,714,Human Resources,1,2,Human Resources,1,1183,4,Male,63,3,3,Manager,1,Single,8483,17436,0,Y,No,16,3,3,80,0,2,4,4,1,0,1,1
35,Yes,Travel_Rarely,1374,Research & Development,2,4,Medical,1,1184,2,Male,34,4,2,Manager,4,Married,5822,25878,4,Y,No,20,3,4,80,3,13,3,4,0,0,0,0
49,No,Travel_Rarely,1001,Research & Development,1,4,Life Sciences,1,1185,2,Female,85,2,3,Manufacturing Director,3,Married,7331,16596,2,Y,Yes,12,3,1,80,0,25,3,3,10,2,0,7
24,Yes,Travel_Frequently,1443,Research & Development,1,3,Medical,1,1186,4,Male,45,3,3,Research Scientist,1,Married,8630,10332,5,Y,No,11,3,4,80,0,0,3,3,0,0,0,0
20,No,Non-Travel,1140,Research & Development,6,1,Technical Degree,1,1187,4,Male,78,3,3,Laboratory Technician,4,Married,9052,13563,4,Y,Yes,13,3,4,80,0,0,2,3,0,0,0,0
49,No,Travel_Rarely,517,Research & Development,3,3,Other,1,1188,4,Male,67,3,3,Research Scientist,3,Divorced,7407,13161,2,Y,No,24,3,3,80,0,28,5,3,6,3,0,1
25,No,Travel_Rarely,894,Research & Development,6,2,Life Sciences,1,1189,3,Male,64,3,2,Manager,3,Divorced,5651,7198,4,Y,No,13,3,3,80,1,5,3,4,2,1,2,1
38,Yes,Travel_Rarely,480,Research & Development,4,3,Medical,1,1190,3,Male,74,2,1,Manager,3,Single,3058,25631,4,Y,Yes,18,3,1,80,0,15,4,4,2,0,0,2
36,No,Non-Travel,1135,Research & Development,1,3,Medical,1,1191,3,Male,79,3,3,Manufacturing Director,4,Married,6382,12581,3,Y,Yes,11,4,3,80,1,16,4,2,0,0,0,0
44,No,Travel_Rarely,907,Research & Development,7,2,Medical,1,1192,3,Female,80,1,3,Research Director,3,Married,7424,12342,7,Y,No,15,3,4,80,1,22,5,1,12,1,0,6
26,Yes,Non-Travel,1243,Sales,8,3,Technical Degree,1,1193,2,Female,75,3,2,Manager,4,Married,5205,7766,1,Y,Yes,11,3,2,80,1,3,6,4,3,3,0,0
29,No,Travel_Rarely,214,Sales,5,3,Technical Degree,1,1194,4,Male,31,2,4,Sales Executive,3,Single,11042,4727,2,Y,No,16,3,3,80,0,5,4,2,5,2,0,3
40,No,Travel_Rarely,632,Research & Development,17,2,Other,1,1195,3,Male,85,2,3,Manufacturing Director,1,Married,7916,11786,1,Y,No,13,3,2,80,1,16,2,4,0,0,0,0
40,No,Non-Travel,1142,Sales,3,4,Technical Degree,1,1196,1,Male,51,3,1,Sales Executive,1,Married,3077,7001,3,Y,No,12,3,2,80,3,18,4,2,9,9,3,7
51,No,Travel_Rarely,1136,Sales,1,2,Other,1,1197,1,Male,60,3,3,Manager,2,Divorced,8839,25823,3,Y,No,16,4,4,80,3,27,0,1,6,2,0,3
23,Yes,Travel_Rarely,636,Research & Development,29,1,Other,1,1198,1,Female,96,2,1,Research Scientist,1,Single,3336,10366,2,Y,No,16,4,3,80,0,0,2,2,0,0,0,0
40,No,Non-Travel,941,Research & Development,9,3,Technical Degree,1,1199,3,Male,45,3,1,Manager,3,Married,3642,18810,1,Y,No,14,3,4,80,1,14,0,1,1,0,0,0
36,No,Travel_Rarely,1328,Sales,4,3,Life Sciences,1,1200,1,Male,69,2,2,Manager,2,Divorced,3397,14146,3,Y,Yes,18,3,4,80,0,13,1,2,3,3,2,0
21,Yes,Non-Travel,254,Research & Development,11,3,Life Sciences,1,1201,4,Male,93,3,2,Manager,1,Single,5030,10322,3,Y,No,18,4,4,80,1,0,2,2,0,0,0,0
25,No,Travel_Rarely,899,Research & Development,14,2,Technical Degree,1,1202,3,Male,85,3,2,Healthcare Representative,1,Divorced,2958,26733,3,Y,Yes,15,3,4,80,2,2,6,3,1,1,1,1
25,No,Travel_Rarely,539,Research & Development,2,4,Technical Degree,1,1203,2,Female,32,3,2,Laboratory Technician,3,Single,3510,3324,5,Y,No,11,3,2,80,0,3,4,3,3,0,1,3
36,No,Travel_Rarely,563,Sales,1,3,Other,1,1204,3,Female,82,1,3,Sales Representative,3,Married,8708,2584,2,Y,No,19,3,4,80,2,15,3,4,2,1,1,1
39,No,Travel_Rarely,695,Human Resources,7,3,Human Resources,1,1205,2,Male,31,3,1,Manager,1,Married,2482,24093,0,Y,Yes,22,3,1,80,1,16,3,3,1,1,0,1
60,No,Non-Travel,1429,Research & Development,1,4,Life Sciences,1,1206,4,Female,64,3,3,Manager,1,Married,10265,9274,5,Y,No,11,3,1,80,1,39,3,2,7,6,2,6
48,No,Travel_Rarely,875,Sales,4,4,Medical,1,1207,1,Female,59,3,4,Sales Executive,1,Single,12267,13080,3,Y,No,11,3,1,80,1,29,1,3,5,1,0,1
38,No,Travel_Rarely,1317,Research & Development,3,3,Technical Degree,1,1208,3,Female,95,3,1,Laboratory Technician,1,Single,2684,8114,2,Y,No,18,3,4,80,1,14,3,3,1,0,0,0
40,No,Travel_Rarely,742,Research & Development,4,1,Other,1,1209,4,Male,60,3,3,Healthcare Representative,4,Single,5990,15086,3,Y,Yes,16,3,4,80,3,18,4,2,9,7,4,5
20,Yes,Travel_Rarely,417,Sales,6,2,Other,1,1210,4,Male,69,2,4,Sales Representative,1,Married,11439,21149,4,Y,Yes,13,3,3,80,1,0,2,2,0,0,0,0
30,No,Travel_Rarely,118,Research & Development,4,4,Technical Degree,1,1211,4,Female,90,3,3,Research Scientist,3,Married,10097,21851,4,Y,No,14,4,3,80,2,10,2,2,1,0,0,0
35,No,Non-Travel,419,Sales,15,4,Other,1,1212,3,Male,31,2,2,Sales Executive,4,Married,5431,4201,4,Y,Yes,19,4,3,80,1,10,5,2,6,1,0,2
43,No,Travel_Rarely,1206,Research & Development,15,2,Other,1,1213,4,Female,78,1,2,Research Director,4,Married,4749,21261,2,Y,No,16,3,3,80,1,25,1,1,1,1,1,0
28,No,Travel_Rarely,1016,Research & Development,3,1,Medical,1,1214,2,Female,80,3,3,Research Director,2,Divorced,9166,22851,4,Y,No,15,3,4,80,0,2,2,3,0,0,0,0
34,No,Travel_Rarely,1250,Research & Development,1,4,Technical Degree,1,1215,4,Female,45,1,3,Laboratory Technician,1,Married,7357,25282,3,Y,No,14,3,1,80,1,15,1,4,5,3,3,3
57,No,Travel_Rarely,278,Research & Development,3,3,Technical Degree,1,1216,4,Female,94,2,5,Manager,3,Divorced,17870,25464,4,Y,No,21,3,3,80,0,34,6,3,4,4,2,4
33,No,Travel_Frequently,487,Sales,13,2,Medical,1,1217,4,Male,45,2,2,Sales Representative,4,Single,6039,8334,5,Y,No,14,3,4,80,0,13,4,1,6,2,0,0
37,No,Travel_Rarely,128,Research & Development,6,3,Life Sciences,1,1218,2,Female,31,1,2,Manager,3,Married,5787,14010,5,Y,No,15,3,2,80,0,12,5,3,3,1,1,2
36,No,Travel_Rarely,987,Sales,9,2,Life Sciences,1,1219,4,Male,30,3,2,Manager,4,Single,4576,13792,3,Y,Yes,13,3,4,80,3,15,1,3,3,3,2,2
40,No,Travel_Rarely,1348,Human Resources,17,3,Other,1,1220,4,Male,73,3,3,Manager,4,Divorced,4497,10407,1,Y,No,17,3,4,80,0,18,5,3,3,1,1,1
41,Yes,Travel_Frequently,639,Research & Development,2,2,Medical,1,1221,4,Male,37,2,2,Research Director,2,Single,4362,14135,0,Y,No,18,3,1,80,3,18,1,3,0,0,0,0
25,No,Travel_Rarely,1222,Research & Development,1,3,Life Sciences,1,1222,3,Male,40,3,1,Manufacturing Director,3,Married,1773,24837,1,Y,No,15,3,1,80,0,2,3,4,2,1,2,2
43,No,Travel_Rarely,1100,Human Resources,6,3,Life Sciences,1,1223,1,Male,60,1,5,Manager,1,Single,15545,17877,3,Y,No,20,3,1,80,2,22,2,3,1,1,0,1
34,No,Travel_Rarely,249,Research & Development,2,3,Technical Degree,1,1224,3,Female,71,2,1,Healthcare Representative,3,Married,2201,18413,5,Y,No,17,3,4,80,1,9,2,3,7,7,2,1
36,No,Non-Travel,198,Research & Development,15,4,Technical Degree,1,1225,3,Male,64,3,3,Manager,4,Married,10172,8006,2,Y,No,19,3,2,80,0,13,5,2,0,0,0,0
18,Yes,Travel_Frequently,198,Research & Development,7,2,Technical Degree,1,1226,1,Male,53,1,1,Research Scientist,4,Divorced,3732,22575,2,Y,No,16,3,4,80,1,0,4,2,0,0,0,0
27,No,Travel_Frequently,265,Research & Development,6,2,Technical Degree,1,1227,2,Male,41,3,3,Manufacturing Director,4,Divorced,7558,26080,4,Y,No,17,3,4,80,0,6,2,3,6,1,6,0
21,No,Non-Travel,1482,Sales,2,4,Technical Degree,1,1228,4,Male,87,3,2,Sales Executive,4,Single,5360,16575,3,Y,No,19,4,1,80,0,0,2,3,0,0,0,0
30,Yes,Travel_Rarely,1186,Research & Development,16,4,Technical Degree,1,1229,1,Male,58,4,2,Manufacturing Director,3,Single,2740,23614,2,Y,No,12,3,2,80,1,7,6,2,0,0,0,0
50,No,Travel_Frequently,1098,Research & Development,8,3,Other,1,1230,4,Male,71,4,2,Manager,1,Married,5047,25113,3,Y,No,11,4,4,80,2,28,4,3,3,1,0,0
39,No,Travel_Rarely,319,Research & Development,5,4,Technical Degree,1,1231,3,Female,75,2,3,Research Scientist,1,Married,8394,25936,6,Y,No,15,3,1,80,2,16,5,3,4,3,1,2
41,Yes,Travel_Rarely,757,Research & Development,3,4,Medical,1,1232,1,Male,67,3,1,Research Director,1,Single,3347,17895,2,Y,Yes,16,3,4,80,1,20,1,3,6,0,0,6
50,No,Travel_Rarely,883,Research & Development,2,3,Life Sciences,1,1233,4,Female,37,3,4,Manufacturing Director,1,Married,9791,25340,2,Y,No,14,3,2,80,1,25,0,3,3,3,3,0
37,No,Travel_Frequently,958,Research & Development,1,4,Life Sciences,1,1234,4,Male,92,2,3,Research Scientist,3,Divorced,8680,7334,1,Y,Yes,13,3,3,80,3,12,4,4,10,10,0,9
25,Yes,Travel_Frequently,492,Research & Development,1,3,Technical Degree,1,1235,2,Male,52,1,2,Research Director,4,Divorced,5395,17083,2,Y,Yes,11,3,1,80,0,0,2,2,0,0,0,0
52,No,Travel_Rarely,1351,Sales,1,4,Other,1,1236,4,Female,69,2,4,Sales Executive,4,Married,10001,20071,5,Y,No,22,3,1,80,2,28,2,3,2,2,2,1
53,Yes,Travel_Rarely,1493,Research & Development,18,3,Medical,1,1237,4,Female,99,3,3,Manufacturing Director,1,Single,5366,7952,1,Y,Yes,12,3,2,80,0,30,5,3,1,1,1,1
44,No,Travel_Rarely,1415,Research & Development,1,2,Life Sciences,1,1238,4,Female,85,2,3,Laboratory Technician,1,Single,9191,23331,2,Y,No,19,3,1,80,3,25,3,3,5,4,0,1
28,Yes,Travel_Rarely,1199,Research & Development,1,1,Technical Degree,1,1239,4,Male,59,2,1,Research Director,2,Married,2968,9517,2,Y,Yes,19,3,4,80,2,7,2,3,2,0,2,0
33,No,Non-Travel,250,Sales,1,1,Medical,1,1240,3,Female,80,3,2,Sales Representative,4,Married,5843,3661,1,Y,No,19,3,3,80,0,10,0,3,0,0,0,0
44,No,Travel_Rarely,296,Research & Development,1,3,Life Sciences,1,1241,3,Male,77,1,3,Research Director,2,Married,10484,9668,2,Y,No,11,3,3,80,1,22,2,2,13,6,1,9
41,No,Travel_Frequently,281,Sales,6,2,Life Sciences,1,1242,3,Male,47,3,3,Sales Executive,4,Divorced,8050,26611,1,Y,No,11,3,3,80,0,13,1,3,7,3,0,4
47,No,Travel_Rarely,933,Research & Development,14,4,Medical,1,1243,2,Male,92,2,3,Research Scientist,3,Married,7316,21780,5,Y,No,11,3,4,80,1,22,3,3,4,4,1,4
32,No,Travel_Rarely,204,Sales,1,4,Marketing,1,1244,1,Female,99,3,3,Sales Executive,1,Single,5770,25903,8,Y,No,16,4,4,80,1,8,4,3,0,0,0,0
44,No,Travel_Rarely,1031,Research & Development,3,4,Medical,1,1245,3,Male,42,3,4,Manufacturing Director,2,Single,13261,5068,0,Y,No,16,3,4,80,1,21,5,3,2,0,2,2
32,Yes,Travel_Frequently,1406,Research & Development,11,3,Life Sciences,1,1246,1,Male,60,4,3,Laboratory Technician,4,Married,10285,10884,2,Y,Yes,11,3,3,80,0,7,3,2,7,5,0,0
31,No,Travel_Rarely,332,Sales,1,3,Life Sciences,1,1247,3,Male,37,3,2,Sales Executive,4,Divorced,3397,23497,3,Y,Yes,11,3,3,80,1,7,4,3,2,0,1,0
35,No,Travel_Rarely,1487,Research & Development,9,4,Technical Degree,1,1248,1,Male,95,1,2,Research Director,3,Single,5041,10868,2,Y,No,13,3,2,80,1,10,4,3,1,0,0,0
45,No,Travel_Rarely,1033,Research & Development,8,4,Technical Degree,1,1249,4,Male,32,2,1,Manufacturing Director,4,Divorced,1821,11063,2,Y,No,13,3,4,80,2,22,5,3,1,0,0,1
24,Yes,Travel_Rarely,340,Sales,5,1,Technical Degree,1,1250,1,Male,35,3,3,Sales Representative,4,Married,10003,3079,2,Y,Yes,12,3,3,80,0,2,1,2,0,0,0,0
34,No,Travel_Rarely,1496,Research & Development,2,3,Medical,1,1251,4,Male,92,3,3,Research Director,1,Married,7564,19456,1,Y,No,12,3,4,80,0,10,6,3,1,1,0,0
31,No,Travel_Frequently,622,Research & Development,13,3,Life Sciences,1,1252,4,Female,67,4,3,Research Scientist,1,Married,7223,26593,1,Y,No,15,3,4,80,0,10,6,3,8,1,0,1
34,No,Travel_Rarely,1164,Human Resources,1,3,Other,1,1253,2,Female,95,2,2,Human Resources,3,Divorced,4814,9064,1,Y,No,16,3,4,80,1,15,3,3,1,0,1,1
51,No,Travel_Rarely,751,Research & Development,1,4,Other,1,1254,2,Female,75,3,3,Research Director,2,Married,10549,11141,2,Y,Yes,11,3,2,80,1,28,5,3,6,1,2,1
